record_id,type_of_reference,primary_title,publication_year,keywords,alternate_title3,volume,number,start_page,end_page,url,notes,notes_abstract,first_authors,language,place_published,doi,publisher,issn,unknown_tag,edition,included,asreview_ranking
2304,JOUR,The Effect of a Death-in-Police-Custody Incident on Community Reliance on the Police,NA,"Caretaking role of police, Community&#8211, Policing, police relations",JOURNAL OF QUANTITATIVE CRIMINOLOGY,NA,NA,NA,NA,NA,NA,"Objectives Examine whether a death-in-police-custody incident affected community reliance on the police, as measured through citizen calls requesting police assistance for non-criminal caretaking matters. Methods This study used Baltimore Police Department (BPD) incident-level call data (2014-2017) concerning non-criminal caretaking matters (N = 234,781). Counts of non-criminal caretaking calls were aggregated by week for each of 279 unique sections derived from census-tract and police district boundaries. This study devised a Negative Community-Police Relationship Index Score that operationalized the expected risk of a negative community-police relationship for each of the sections. In April 2015, a Baltimore resident, Freddie Gray, died while in BPD custody. A Poisson regression model assessed whether this high-profile death-in-police-custody incident adversely affected the volume of non-criminal caretaking calls to the police and whether that effect was strongest in sections at a high risk of a negative community-police relationship. A falsification test used pocket-dialed emergency calls to verify that any observed trends were not the result of overall telephone usage. Results There was no statistical evidence that the death-in-police-custody incident produced any changes in community reliance on the police for non-criminal caretaking matters, even in high-risk sections. A supplemental analysis using calls for criminal matters yielded similar results. As the falsification test demonstrated, the observed trends were not the result of overall telephone usage. Conclusions Despite a divisive death-in-police-custody incident, citizens were still willing to enlist police assistance. More broadly, the caretaking role of the police may be an important mechanism to strengthen community-police relations, particularly in marginalized neighborhoods vulnerable to strained community-police relations. NR  - 128 PU  - SPRINGER/PLENUM PUBLISHERS PI  - NEW YORK PA  - 233 SPRING ST, NEW YORK, NY 10013 USA","Moyer, R A",English,NA,10.1007/s10940-021-09504-x,NA,NA,NA,NA,1,65
23,JOUR,Enforcing Race: A Neighborhood-Level Explanation of Black-White Differences in Drug Arrests,2019,"CRIME-CONTROL, CRIMINAL-JUSTICE, DETERMINANTS, DISPARITIES, ENFORCEMENT, POLICE, RACIAL THREAT, SEGREGATION, SOCIAL-STRUCTURE, STRUCTURAL FACTORS, drug arrests, neighborhoods, policing, racial disparities, racial inequality",CRIME & DELINQUENCY,65,4,499,526,NA,NA,"This research investigates the source of Black-White differences in drug arrests by conducting a neighborhood-level test of the differential police scrutiny and racially discriminatory policing hypotheses. The study examines drug arrests made across 78 neighborhoods in St. Louis between 2009 and 2013. Results from the negative binomial regression analyses lend the greatest support to the racially discriminatory policing perspective. Neighborhood racial composition significantly shapes drug law enforcement practices, net of neighborhood-level violent and property crime rates, drug-related calls for service by citizens, and socioeconomic disadvantage. Specifically, findings suggest that officers engage in ""out-of-place"" racial profiling in drug law enforcement, as they tend to target suspects whose race is incongruent with the neighborhood racial context. Implications of the study findings are discussed. NR  - 88 PU  - SAGE PUBLICATIONS INC PI  - THOUSAND OAKS PA  - 2455 TELLER RD, THOUSAND OAKS, CA 91320 USA","Gaston, S",English,NA,10.1177/0011128718798566,NA,NA,NA,NA,1,66
2651,JOUR,Police Violence and Citizen Crime Reporting in the Black Community,2016,"ARREST, DEVIANCE, DYNAMICS, FORCE, JUSTICE, LEGAL CYNICISM, LEGITIMACY, MEDIA, NEIGHBORHOOD CONTEXT, PERCEPTIONS, crime, crime reporting, inner city, police, police violence, race",AMERICAN SOCIOLOGICAL REVIEW,81,5,857,876,NA,NA,"High-profile cases of police violencedisproportionately experienced by black menmay present a serious threat to public safety if they lower citizen crime reporting. Using an interrupted time series design, this study analyzes how one of Milwaukee's most publicized cases of police violence against an unarmed black man, the beating of Frank Jude, affected police-related 911 calls. Controlling for crime, prior call patterns, and several neighborhood characteristics, we find that residents of Milwaukee's neighborhoods, especially residents of black neighborhoods, were far less likely to report crime after Jude's beating was broadcast. The effect lasted for over a year and resulted in a total net loss of approximately 22,200 calls for service. Other local and national cases of police violence against unarmed black men also had a significant impact on citizen crime reporting in Milwaukee. Police misconduct can powerfully suppress one of the most basic forms of civic engagement: calling 911 for matters of personal and public safety. NR  - 69 PU  - SAGE PUBLICATIONS INC PI  - THOUSAND OAKS PA  - 2455 TELLER RD, THOUSAND OAKS, CA 91320 USA","Desmond, M, Papachristos, A V, Kirk, D S",English,NA,10.1177/0003122416663494,NA,NA,NA,NA,1,67
2368,JOUR,Illuminating crime - The impact of street lighting on calls for police service,1998,FEAR,EVALUATION REVIEW,22,6,751,779,NA,NA,"This study reports on an evaluation of the effects of street lights on crime in several Indianapolis neighborhood. Crime was measured in terms of calls for police service (CFS).. Using a quasiexperimental design, we performed analyses on four multiblock areas, three intersections, and two aggregated address groups. Two control areas were matched to two multiblock areas that received enhanced lighting. Of the nine target areas, six showed evidence of lower CFS volumes after more lighting. We analyzed the mean weekly CFS in the pre- and postinstallation periods. Two lighted areas had a lower mean weekly CFS after installation. The more illuminated target area experienced a greater reduction in average CFS for property and miscellaneous crimes than did the control area. NR  - 24 PU  - SAGE PUBLICATIONS INC PI  - THOUSAND OAKS PA  - 2455 TELLER RD, THOUSAND OAKS, CA 91320 USA","Quinet, K D, Nunn, S",English,NA,10.1177/0193841X9802200603,NA,NA,NA,NA,1,68
270,JOUR,Measurement error in calls-for-service as an indicator of crime,1997,"DELINQUENCY, SOCIAL-DISORGANIZATION THEORY",CRIMINOLOGY,35,4,705,726,NA,NA,"Several recent studies have used records of calls-for-service (CFS) to police 911 centers to measure crime at the address, neighborhood, and city level. This article examines the limitations of this ''new'' indicator of crime. After pointing out several types of error in dispatch records, we use data from an observational study of policing in 60 neighborhoods to examine empirically how these errors might bias CFS-based crime counts and discuss the consequences of such bias. We conclude with suggestions for future research on the validity of CFS as an indicator of crime. NR  - 29 PU  - AMER SOC CRIMINOLOGY PI  - COLUMBUS PA  - 1314 KINNEAR RD, COLUMBUS, OH 43212","Klinger, D A, Bridges, G S",English,NA,10.1111/j.1745-9125.1997.tb01236.x,NA,NA,NA,NA,1,69
594,JOUR,A partial test of the ecological theory: Examining vigour at the block group level.,2015/03,"Ecological theory, MATHEMATICAL models, ORGANIZATIONAL behavior, ORGANIZATIONAL sociology, POLICE, POLICE patrol, decision points, police decision-making",Police Journal,88,1,6,19,http://10.0.4.153/0032258X15569416,"Accession Number: 102298170; Phillips, Scott W 1; Gayadeen, S Marlon; Kim, Dae-Young; OâNeil, Jennifer L; Robertson, Joshua G; Affiliations: 1 : phillisw@buffalostate.edu; Source Info: Mar2015, Vol. 88 Issue 1, p6; Subject Term: POLICE; Subject Term: POLICE patrol; Subject Term: ORGANIZATIONAL sociology; Subject Term: ORGANIZATIONAL behavior; Subject Term: MATHEMATICAL models; Author-Supplied Keyword: decision points; Author-Supplied Keyword: Ecological theory; Author-Supplied Keyword: police decision-making; Number of Pages: 14p; Illustrations: 4 Charts, 1 Graph; Document Type: Article","Klinger (1997) advanced research on police behaviour when he developed his ecological theory as a means to predict or explain the influence of the âpatrol districtâ on police behaviour. He proposed an inverse relationship between the levels of crime and disorder in the officerâs working environment and the amount of formal legal authority used by an officer. That is, the greater the level of crime and disorder in the patrol district, the lower the amount of formal legal authority expended by the officer. Past studies framed within the ecological theory found limited support for Klingerâs notion. It is suggested that prior studies inaccurately operationalised the âpatrol districtâ variable because the study areas were too large to adequately assess his theory. This study expands on past research framed within the ecological theory by operationalising the police patrol area based on US Census âblock groupsâ. Results indicate that the rate of arrests in a block group was related to higher levels of calls for service, which is contrary to what is expected with the ecological theory. It is possible that a measure of âpatrol districtâ, as an officer understands it, is not the same as the measures commonly accessible to scholars. [ABSTRACT FROM AUTHOR]","Phillips, Scott W, Gayadeen, S Marlon, Kim, Dae-Young, OâNeil, Jennifer L, Robertson, Joshua G",NA,NA,NA,NA,NA,NA,NA,1,70
546,JOUR,Impact of casinos on criminogenic patterns,2009,casinos crime disorder hotspots policing quality o,Police Practice and Research,10,3,255,269,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84855251903&doi=10.1080%2F15614260802381067&partnerID=40&md5=36b652fc090cc82211faa6f2b06d0119,"Cited By :11, Export Date: 19 August 2021, Correspondence Address: Barthe, E.; Department of Criminal Justice, University of NevadaUnited States","Utilizing police calls for service data this study examines the relationship between different crime hotspots across a gaming jurisdiction (Reno, Nevada). Conventional wisdom suggests that casinos play a role in the creation, maintenance, and nature of crime hotspots; however, prior analyses of this relationship have been inconsistent. This study looks at the cityâs various crime hotspots and compares them according to crime type and spatialâtemporal characteristics to shed light on the impact of gaming on the cityâs overall crime problem. Implications for law enforcement agencies are also discussed. Â© 2009, Taylor & Francis Group, LLC.","Barthe, E, Stitt, B G",English,"Department of Criminal Justice, University of Nevada, Reno, NV, United States",10.1080/15614260802381067,NA,NA,NA,NA,1,71
74,JOUR,"Collective Efficacy and Crime: The Relationship between Collective Efficacy, Violent Crime, Property Crime, and Drug Crime in a Southwestern City.",2007,"CITIZEN crime reporting, COMMUNITIES, COMMUNITY organization, DEMOGRAPHIC surveys, POLICE, SOCIAL structure",Conference Papers -- American Society of Criminology,NA,NA,1,1,https://search.ebscohost.com/login.aspx?direct=true&db=cja&AN=34677324&site=ehost-live,"Accession Number: 34677324; Armstrong, Todd 1; Email Address: tstrong@siu.edu; Affiliations: 1 : Southern Illinois University, Carbondale; Source Info: 2007 Annual Meeting, p1; Subject Term: COMMUNITY organization; Subject Term: SOCIAL structure; Subject Term: COMMUNITIES; Subject Term: CITIZEN crime reporting; Subject Term: POLICE; Subject Term: DEMOGRAPHIC surveys; Number of Pages: 0p; Document Type: Article","This paper contributes to the literature assessing the relationship between community structural characteristics, community dynamics and crime by replicating and extending the work of Sampson et al. (1997).  For this replication we use data incorporating census data, community survey data and police calls for service data.  In the community survey used in this data collection, collective efficacy was measured with questions identical to those used in the PHDCN.  With this measure, these data allow a replication and extension of the ecological model originally tested by Sampson et al. (1997). Replication of this work is critical in light of evidence demonstrating that the relationship between community dynamics and crime varies from community to community (Elliott et al. 1996).  The data upon which the current work is based were drawn from Mesa Arizona a community with demographic characteristics clearly distinct from Chicago IL.  Results based on these data will inform the generalizability of Sampson et al.'s (1997) results.  In addition to replication, we also extend Sampson et al.'s ecological model by testing the relationship between community structural characteristics, collective efficacy and drug sales and use as well as property crime and violence. ..PAT.-Unpublished Manuscript [ABSTRACT FROM AUTHOR]","Armstrong, Todd",NA,NA,NA,NA,NA,NA,NA,1,72
1229,JOUR,Can routinely collected ambulance data about assaults contribute to reduction in community violence?,2015,"CRIME, EMERGENCY-DEPARTMENT, PREVENTING VIOLENCE",EMERGENCY MEDICINE JOURNAL,32,4,308,313,NA,NA,"Background The 'law of spatiotemporal concentrations of events' introduced major preventative shifts in policing communities. 'Hotspots' are at the forefront of these developments yet somewhat understudied in emergency medicine. Furthermore, little is known about interagency 'data-crossover', despite some developments through the Cardiff Model. Can police-ED interagency data-sharing be used to reduce community-violence using a hotspots methodology? Methods 12-month (2012) descriptive study and analysis of spatiotemporal clusters of police and emergency calls for service using hotspots methodology and assessing the degree of incident overlap. 3775 violent crime incidents and 775 assault incidents analysed using spatiotemporal clustering with k-means++ algorithm and Spearman's rho. Results Spatiotemporal location of calls for services to the police and the ambulance service are equally highly concentrated in a small number of geographical areas, primarily within intra-agency hotspots (33% and 53%, respectively) but across agencies' hotspots as well (25% and 15%, respectively). Datasets are statistically correlated with one another at the 0.57 and 0.34 levels, with 50% overlap when adjusted for the number of hotspots. At least one in every two police hotspots does not have an ambulance hotspot overlapping with it, suggesting half of assault spatiotemporal concentrations are unknown to the police. Data further suggest that more severely injured patients, as estimated by transfer to hospital, tend to be injured in the places with the highest number of police-recorded crimes. Conclusions A hotspots approach to sharing data circumvents the problem of disclosing person-identifiable data between different agencies. Practically, at least half of ambulance hotspots are unknown to the police; if causal, it suggests that data sharing leads to both reduced community violence by way of prevention (such as through anticipatory patrols or problem-oriented policing), particularly of more severe assaults, and improved efficiency of resource deployment. NR  - 24 PU  - BMJ PUBLISHING GROUP PI  - LONDON PA  - BRITISH MED ASSOC HOUSE, TAVISTOCK SQUARE, LONDON WC1H 9JR, ENGLAND","Ariel, B, Weinborn, C, Boyle, A",English,NA,10.1136/emermed-2013-203133,NA,NA,NA,NA,1,73
2287,JOUR,Violence is a curvilinear function of temperature in Dallas: A replication,2000,"AGGRESSION, AMBIENT-TEMPERATURE, ANDERSON, AROUSAL, CRIME, HEAT, NEGATIVE AFFECT, SEASONALITY, TIME-SERIES ANALYSIS, WEATHER",JOURNAL OF PERSONALITY AND SOCIAL PSYCHOLOGY,78,6,1074,1081,NA,NA,"Data on weather and aggravated assaults were obtained to determine whether the curvilinear relationship between temperature and violence previously observed in Minneapolis, Minnesota (E. G. Cohn gr J. Rotton, 1997), could be replicated. The data consisted of calls for services received by police in Dallas between January 1, 1994, and December 31, 1995. Controlling for holidays. school closings, time of day, day of the week, season of the year, and their interactions, moderator-variable autoregression analyses indicated that assaults were an inverted U-shaped function of temperature. Replicating past research, the curvilinear relationship was dominant during daylight hours and spring months, whereas linear relationships were observed during nighttime hours and other seasons. The results are interpreted in terms of routine activity theory and the negative affect escape model of aggression. NR  - 49 PU  - AMER PSYCHOLOGICAL ASSOC PI  - WASHINGTON PA  - 750 FIRST ST NE, WASHINGTON, DC 20002-4242 USA","Rotton, J, Cohn, E G",English,NA,10.1037//0022-3514.78.6.1074,NA,NA,NA,NA,1,74
126,JOUR,A Climatological Model for Forecasting the Demand for Police Service,1970,NA,Journal of Research in Crime and Delinquency,7,2,167,176,https://www.scopus.com/inward/record.uri?eid=2-s2.0-33748811975&doi=10.1177%2F002242787000700204&partnerID=40&md5=1cc4918579ba21ac7c484f3f3eeeb02f,"Cited By :18, Export Date: 19 August 2021","The rate of citizen calls for police service exhibits marked seasonal fluctuations, generally reaching a peak during the summer months and slacking off to a low point in midwinter. Data from St. Louis, Chicago, and Detroit indicates a high correlation between the number of calls per week and meteorological variables such as aver age temperature and hours of daylight. Simple regression models, using the weekly norms for the weather variables, are employed to forecast the weekly demand for police service in each of the three cities. Since the weather data are easily obtained from the local weather bureau, and only a single year of police data is needed to estimate the regression coefficients, police planners may find such climatological models handy for scheduling patrol deployments and officersâ vacations. Â© 1970, Sage Publications. All rights reserved.","Heller, N B, Markland, R E",English,"University of Pennsylvania, United States Washington University, United States",10.1177/002242787000700204,NA,NA,NA,NA,1,75
1234,"CONF A4  - Association for the Advancement of Artificial, Intelligence",Does reciprocal gratefulness in twitter predict neighborhood safety?: Comparing 911 calls where users reside or use social media,2018,Emergency services Law enforcement Location Real-w,"12th International AAAI Conference on Web and Social Media, ICWSM 2018",NA,NA,700,703,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85050610294&partnerID=40&md5=18f70704fcb32e1857c1e32e6017c6a4,"Conference code: 137833, Export Date: 19 August 2021, (AAAI)","Is there a relationship between urban neighborhood safety and helpful or supportive user networks on Twitter? An interdisciplinary, community-partnered team analyzed one year (2013-2014) of geo-tagged tweets from a 16-county region to generate a network of users who expressed gratefulness to one another. Call counts to 911 (2013-2015) around locations in the urban center indicate safety-oriented activity in residential areas. We compared frequencies of 911-related police activity across geographic pockets (200m radius or 200Ã200 meter2 areas) where mutually helpful or thanked users lived or frequently tweeted, to pockets randomly selected in proximity. The 13 naturally helpful users with predicted home locations in this city lived where fewer 911 calls for police service were initiated over time, on average. Our results show that close neighborhood locations where 79 naturally helpful users had strong local geographic ties in this urban area, as evidenced by Twitter use patterns, functioned as safe zones needing fewer policing services on average than surrounding areas. We discuss the implications of predicting real-world needs for police services based on supportive qualities of one's social media neighborhoods. Copyright Â© 2018, Association for the Advancement of Artificial Intelligence (www.aaai.org). All rights reserved.","White, A M, Bai, L, Homan, C, Funchess, M, Cerulli, C, Ptah, A, Pandita, D, Kautz, H",English,"University of Rochester, United States Rochester Institute of Technology, United States Mental Health Association of Rochester, United States",NA,AAAI Press,9781577357988 (ISBN),"defaultdict(<class 'list'>, {'ED': ['Facebook, Reseach', 'Microsoft', 'Nexalogy', 'Twitter', 'al., et']})",NA,1,76
1106,JOUR,Analysis of police vehicle stops in Cincinnati: A geographic perspective,2007,Cincinnati GIS Police vehicle stops Policing Racia,Geography Research Forum,27,NA,29,51,https://www.scopus.com/inward/record.uri?eid=2-s2.0-38349156661&partnerID=40&md5=2d15ae58c129368f2f37f97b34b7e01e,"Cited By :2, Export Date: 19 August 2021, Correspondence Address: Liu, L.; Department of Geography, , Cincinnati, OH 45221-0131, United States; email: Lin.Liu@uc.edu","This study analyzes police vehicle stop data collected during the second half of 2001. In addition to addressing questions such as who is stopped and why vehicles are stopped, this article focuses on the geographic variations and racial variations of the stops in the fifty-two neighborhood areas of the City of Cincinnati. Racial disparities in vehicle stops are often linked to the controversial issue of racial profiling. A new measure, disproportionality, is developed to better capture such disparities. Many earlier studies used census population as the baseline in calculating disproportionality indices, based on an implicit assumption that people only drive in the neighborhood where they live. A reasonable baseline should reflect how many people drive in a neighborhood and how many miles are driven in a neighborhood. This study replaces census population by vehicle miles as the baseline. An innovative approach is developed to estimate vehicle miles in each neighborhood. The research concludes that small disparities exist between Black and White drivers in Cincinnati while the magnitude varies significantly by neighborhood areas, and that the spatial pattern of stops appears to be associated with those of driving patterns, crime, drug calls, overall demand for police services, and traffic accidents. Specifically, the correlations between sropping rates for African-Americans and accident rates and minor crimes are particularly high.","Liu, L, Eck, J",English,"Department of Geography, University of Cincinnati, Cincinnati, OH 45221-0131, United States School of Geography and Planning, Sun Yat-Sen University, Guangzhou 510275, China Division of Criminal Justice, University of Cincinnati, Cincinnati, OH 45221-0389",NA,NA,NA,NA,NA,1,77
1977,JOUR,Context and Spatial Nuance Inside a Neighborhood's Drug Hotspot: Implications for the Crime-Health Nexus,2016,"CARE, DIFFUSION, DISPLACEMENT, ENVIRONMENTS, FORECLOSURES, GEOGRAPHIC INFORMATION-SYSTEMS, GIS, PLACE, PREVENTION, STREET, VIDEO, crime, drugs, geonarrative, spatial video",ANNALS OF THE AMERICAN ASSOCIATION OF GEOGRAPHERS,106,4,819,836,NA,NA,"New geographic approaches are required to tease apart the underlying sociospatial complexity of neighborhood decline to target appropriate interventions. Typically maps of crime hotspots are used with relatively little attention being paid to geographic context. This article helps further this discourse using a topical study of a neighborhood drug microspace, a phrase we use to include the various stages of production, selling, acquiring, and taking, to show how context matters. We overlay an exploratory data analysis of three cohort spatial video geonarratives (SVGs) to contextualize the traditional crime rate hotspot maps. Using two local area analyses of police, community, and ex-offender SVGs and then comparing these with police call for service data, we identify spaces of commonality and difference across data types. In the Discussion, we change the scale to consider revealed microspaces and the interaction of both good and bad places. We enrich the previous analysis with a mapped spatial video assessment of the built environment and then return to the narrative to extract additional detail around a crime-associated corner store next to a community center. Our findings suggest that researchers should reevaluate how to enrich typical hotspot approaches with more on-the-ground context. FU  - National Institute of Justice, Office of Justice Programs - National Institute of Justice, Office of Justice Programs, U.S. Department of Justice [2013-R2-CX-0004] FX  - Part of this paper was supported by the National Institute of Justice, Office of Justice Programs Award No. 2013-R2-CX-0004, awarded by the National Institute of Justice, Office of Justice Programs, U.S. Department of Justice. The opinions, findings, and conclusions or recommendations expressed in this article are those of the authors and do not necessarily reflect those of the Department of Justice. NR  - 59 PU  - ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD PI  - ABINGDON PA  - 2-4 PARK SQUARE, MILTON PARK, ABINGDON OX14 4RN, OXON, ENGLAND","Curtis, A, Curtis, J W, Porter, L C, Jefferis, E, Shook, E",English,NA,NA,NA,NA,NA,NA,1,78
2587,JOUR,The practice of proactive traffic stops,2020,"BLACK, BROKEN WINDOWS, CITIZEN PERCEPTIONS, Crime prevention, DISORDER, HOMICIDE, NEW-YORK-CITY, POLICE LEGITIMACY, PROCEDURAL JUSTICE, Proactive policing, REDUCE CRIME, TRIAL, Traffic accident prevention, Traffic enforcement",POLICING-AN INTERNATIONAL JOURNAL OF POLICE STRATEGIES & MANAGEMENT,43,2,229,246,NA,NA,"Purpose Empirical research suggests that traffic enforcement is the most common type of proactive activity police officers engage in on a daily basis. Further, agencies often use traffic enforcement to achieve both traffic safety and crime control. Given these goals, the purpose of this paper is to investigate whether (and to what extent) officers are accurately targeting their proactive traffic enforcement with crime and vehicle crashes in two agencies. Design/methodology/approach The study examines traffic enforcement patterns in two agencies to see whether proactive traffic enforcement aligns spatially with crime and vehicle crashes. This study employs negative binomial regression models with clustered standard errors to investigate this alignment at the micro-spatial level. Key variables of interest are measured with police calls for service data, traffic citation data and vehicle crash data from two law enforcement jurisdictions. Findings High levels of spatial association are observed between traffic accidents and crime in both agencies, lending empirical support to the underlying theories of traffic enforcement programs that also try to reduce crime (i.e. ""DDACTS""). In both agencies, traffic accidents also appear to be the most prominent predictor of police proactive traffic enforcement activities, even across different times of day. However, when vehicle crashes are accounted for, the association between crime and traffic stops is weaker, even during times of day when agencies believe they are using proactive traffic enforcement as a crime deterrent. Originality/value No prior study to authors knowledge has examined the empirical association between police proactive traffic activities and crime and traffic accidents in practice. The current study seeks to fill that void by investigating the realities of traffic stops as practiced daily by police officers, and their alignment with crime and vehicle crashes. Such empirical inquiry is especially important given the prevalent use of traffic enforcement as a common proactive policing tool by police agencies to control both traffic and crime problems. NR  - 74 PU  - EMERALD GROUP PUBLISHING LTD PI  - BINGLEY PA  - HOWARD HOUSE, WAGON LANE, BINGLEY BD16 1WA, W YORKSHIRE, ENGLAND","Wu, X Y, Lum, C",English,NA,10.1108/PIJPSM-06-2019-0089,NA,NA,NA,NA,1,79
929,JOUR,"ANALYSIS OF TELEPHONE CALLS PLACED TO FIRE BRIGADE, EMERGENCY MEDICAL-SERVICES, AND GENERAL-PRACTITIONERS EMERGENCY SERVICES IN AN EMERGENCY MEDICAL-SERVICE SYSTEM",1994,"CARDIAC-ARREST, CHAIN, DISPATCHING CENTERS, EMERGENCY CALLS, EMERGENCY MEDICAL SERVICE, EMERGENCY PHYSICIANS, GENERAL PRACTITIONERS SERVICE, SURVIVAL",ANAESTHESIST,43,3,187,193,NA,NA,"There is no doubt that a single emergency phone number is desirable, but in contrast to other countries, in Germany different emergency phone numbers and dispatching centers exist for the fire brigade (FB), the emergency medical service system (EMS), and the general practitioners' emergency service (GPS). Due to this fact, valuable time is often wasted by connecting or transferring emergency calls from one dispatching center to another. The purpose of this study was to analyse all calls received by the different dispatching centers in the city and county area of Mainz with respect to total number, fraction of emergency calls, and specificity. Further, the total number of calls potentially referring to a hypothetic single dispatching center with a general emergency phone number (112) was calculated. During a 4-month period, all telephone calls were registered and related to day, time, and origin of the call (city or county) and classified as non-urgent or emergency calls, calls appropriate to the dispatching center dialed, emergency calls to be transferred, or unspecific calls. A total of 80987 calls were received (city area 84.3%, county area 15.7%), most of them directed to the FB of Mainz (33086), The EMS dispatching center received 31286 calls, the five GPS-centers 15 256 calls; 1359 emergency calls that were directed to the police or FB needed transfer to the EMS. During weekdays the EMS and FB received the most calls, with a reduced frequency on Saturdays and Sundays (Table 2). Nevertheless, the highest total numbers of calls were received on Saturdays due to multiple calls directed to the GPS. The FB had the highest specificity of calls; more than 50% of the calls to the GPS were unspecific (Fig. 1). Of all calls, 4.37% were classified as emergency calls; two-thirds of these came from the area of Mainz during the daytime. During off-duty hours of the GPS in the city, 51% of the emergency calls reached the EMS directly; 49% had to be connected by the police or FB. During duty hours of the GPS, the fraction of calls directed to the EMS decreased significantly to 35%. During duty hours of the GPS centers in the county area, only 14% of the urgent emergency calls reached the EMS dispatcher directly (Fig. 2). Compared to the multiple-center mode, a hypothetic single dispatching center for all systems would probably be followed by a slight increase in total number of calls due to the fact that the GPS numbers would be answered 24 h a day, but there would be only minimal differences in the total number received on most days; only on Sundays would a decrease be expected. The EMS area of Mainz, with a total of 13 different telephone numbers for 7 dispatching centers, can be regarded as typical of the German situation. The high number of emergency calls to be transferred (up to 86% under special circumstances) demonstrated that this weak point in the German EMS system must be eliminated by introducing a single emergency number. This should occur when a Europe-wide three-digit number ''112'' will be instituted, probably in 1995. Additionally, the continued existence of 5- or 10-digit telephone numbers for non-urgent calls may be useful for allowing non-verbal differentiation of calls. In any case, all telephone numbers, including the latter calls, have to enter one dispatching center. The main advantage of a single dispatching center would be avoidance of the time-consuming transfer of emergency calls from one dispatching center to the other. NR  - 15 PU  - SPRINGER VERLAG PI  - NEW YORK PA  - 175 FIFTH AVE, NEW YORK, NY 10010","LIPP, M, MIHALJEVIC, V, DICK, W",German,NA,10.1007/s001010050048,NA,NA,NA,NA,1,80
1419,JOUR,Impact of drought on crime in California: A synthetic control approach,2017,"AMBIENT-TEMPERATURE, CLIMATE-CHANGE, DALLAS, HEAT, LEVEL UCR DATA, POLICE CALLS, RATES, SERVICE, VIOLENT CONFLICT, WEATHER",PLOS ONE,12,10,NA,NA,NA,NA,"Climate and weather have been linked to criminal activity. The connection between climatological conditions and crime is of growing importance as we seek to understand the societal implications of climate change. This study describes the mechanisms theorized to link annual variations in climate to crime in California and examines the effect of drought on statewide crime rates from 2011-2015. California has suffered severe drought since 2011, resulting in intensely dry winters and several of the hottest days on record. It is likely that the drought increased economic stress and shifted routine activities of the population, potentially increasing the likelihood of crime. We used a synthetic control method to estimate the impact of California's drought on both property and violent crimes. We found a significant increase in property crimes during the drought, but no effect on violent crimes. This result was robust to several sensitivity analyses, including a negative control. FU  - National Institutes of HealthUnited States Department of Health & Human ServicesNational Institutes of Health (NIH) - USA [DP2 HD080350]; University of California, Berkeley Committee on ResearchUniversity of California System; EUNICE KENNEDY SHRIVER NATIONAL INSTITUTE OF CHILD HEALTH & HUMAN DEVELOPMENTUnited States Department of Health & Human ServicesNational Institutes of Health (NIH) - USANIH Eunice Kennedy Shriver National Institute of Child Health & Human Development (NICHD) [DP2HD080350] Funding Source: NIH RePORTER FX  - This work was supported by the National Institutes of Health Director's New Innovator Award Program DP2 HD080350. JA received the grant, https://commonfund.nih.gov/newinnovator/ index. KER was a Post-Doctoral Scholar of the Robert Wood Johnson Health and Society Scholars Program, http://www.healthandsocietyscholars. org/. The University of California, Berkeley Committee on Research provided JA initial funds. The funders had no role in study design, data collection and analysis, decision to publish, or preparation of th emanuscript. NR  - 60 PU  - PUBLIC LIBRARY SCIENCE PI  - SAN FRANCISCO PA  - 1160 BATTERY STREET, STE 100, SAN FRANCISCO, CA 94111 USA","Goin, D E, Rudolph, K E, Ahern, J",English,NA,10.1371/journal.pone.0185629,NA,NA,NA,NA,1,81
